time_slot,n_distributor_id,dist_name,scan_date,challan_count,total_line_items,item_value,quantity,scan_data,hour,active_hour,previous_day_pending_quantum,actual_quantum,left_quantum,current_quantum,pending_quantum,total_quantum,manpower
2022-04-01 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,6.0,53.0,10187.48,108.0,2022-04-01,12,1,0,6.0,0.0,0.0,0.0,0.0,0.0
2022-04-01 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,14.0,88.0,32906.88,379.0,2022-04-01,13,1,0,14.0,0.0,6.0,0.0,6.0,0.0
2022-04-01 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,45.0,249.0,60594.22,855.0,2022-04-01,14,1,0,45.0,0.0,14.0,0.0,14.0,0.0
2022-04-01 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,36.0,221.0,68030.72,861.0,2022-04-01,15,1,0,36.0,0.0,45.0,0.0,45.0,1.0
2022-04-01 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,19.0,157.0,37626.61,668.0,2022-04-01,16,1,0,19.0,0.0,36.0,0.0,36.0,1.0
2022-04-01 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,12.0,85.0,21257.45,317.0,2022-04-01,17,1,0,12.0,0.0,19.0,0.0,19.0,0.0
2022-04-01 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,3.0,13.0,4291.86,76.0,2022-04-01,18,1,0,3.0,0.0,12.0,0.0,12.0,0.0
2022-04-01 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,9.0,71.0,13774.08,236.0,2022-04-01,19,1,0,9.0,0.0,3.0,0.0,3.0,0.0
2022-04-01 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,16.0,80.0,19763.49,276.0,2022-04-01,20,1,0,16.0,0.0,9.0,0.0,9.0,0.0
2022-04-01 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,19.0,89.0,21571.79,255.0,2022-04-01,21,0,0,19.0,0.0,16.0,0.0,0.0,0.0
2022-04-01 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,7.0,30.0,7325.85,169.0,2022-04-01,22,0,0,7.0,0.0,19.0,0.0,0.0,0.0
2022-04-01 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-01,0.0,0.0,0.0,0.0,0,23,0,0,0.0,0.0,7.0,0.0,0.0,0.0
2022-04-02 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,4.0,1145.65,14.0,2022-04-02,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04-02 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,2.0,10882.62,26.0,2022-04-02,10,1,27,1.0,0.0,0.0,0.0,27.0,1.0
2022-04-02 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,1.0,0.0,1.0,0.0
2022-04-02 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,2.0,677.7,23.0,2022-04-02,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,4.0,30.0,6448.51,108.0,2022-04-02,13,1,0,4.0,0.0,1.0,0.0,1.0,0.0
2022-04-02 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,7.0,31.0,8069.13,89.0,2022-04-02,14,1,0,7.0,0.0,4.0,0.0,4.0,0.0
2022-04-02 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,5.0,15.0,4179.65,65.0,2022-04-02,15,1,0,5.0,0.0,7.0,0.0,7.0,0.0
2022-04-02 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,5.0,26.0,6087.06,64.0,2022-04-02,16,1,0,5.0,0.0,5.0,0.0,5.0,0.0
2022-04-02 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,11.0,2546.64,48.0,2022-04-02,17,1,0,1.0,0.0,5.0,0.0,5.0,0.0
2022-04-02 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,1.0,322.0,2.0,2022-04-02,18,1,0,1.0,0.0,1.0,0.0,1.0,0.0
2022-04-02 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,0.0,0.0,0.0,0.0,0,19,1,0,0.0,0.0,1.0,0.0,1.0,0.0
2022-04-02 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,4.0,611.7,9.0,2022-04-02,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-02 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,1.0,126.78,6.0,2022-04-02,21,0,0,1.0,0.0,1.0,0.0,0.0,0.0
2022-04-02 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,2.0,412.94,10.0,2022-04-02,22,0,0,1.0,0.0,1.0,0.0,0.0,0.0
2022-04-02 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-02,1.0,1.0,228.81,1.0,2022-04-02,23,0,0,1.0,0.0,1.0,0.0,0.0,0.0
2022-04-03 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04-03 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,1.0,6.0,1198.48,20.0,2022-04-03,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04-03 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,10,1,4,0.0,0.0,0.0,0.0,4.0,0.0
2022-04-03 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,2.0,13.0,2288.72,81.0,2022-04-03,13,1,0,2.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,14,1,0,0.0,0.0,2.0,0.0,2.0,0.0
2022-04-03 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,1.0,2.0,269.98,7.0,2022-04-03,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,17,1,0,0.0,0.0,1.0,0.0,1.0,0.0
2022-04-03 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,1.0,5.0,959.92,28.0,2022-04-03,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,19,1,0,0.0,0.0,1.0,0.0,1.0,0.0
2022-04-03 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,20,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,1.0,5.0,418.25,12.0,2022-04-03,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-03 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,2.0,11.0,1638.92,16.0,2022-04-03,22,0,0,2.0,0.0,1.0,0.0,0.0,0.0
2022-04-03 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-03,0.0,0.0,0.0,0.0,0,23,0,0,0.0,0.0,2.0,0.0,0.0,0.0
2022-04-04 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,6.0,111.0,20645.12,284.0,2022-04-04,1,0,0,6.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,6.0,0.0,0.0,0.0
2022-04-04 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,10,1,9,0.0,0.0,0.0,0.0,9.0,0.0
2022-04-04 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,12.0,55.0,11922.57,173.0,2022-04-04,12,1,0,12.0,0.0,0.0,0.0,0.0,0.0
2022-04-04 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,37.0,225.0,52994.02,928.0,2022-04-04,13,1,0,37.0,0.0,12.0,0.0,12.0,0.0
2022-04-04 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,59.0,572.0,143956.13,2197.0,2022-04-04,14,1,0,59.0,0.0,37.0,0.0,37.0,1.0
2022-04-04 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,52.0,284.0,89434.55,1066.0,2022-04-04,15,1,0,52.0,0.0,59.0,0.0,59.0,1.0
2022-04-04 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,39.0,265.0,90966.49,1124.0,2022-04-04,16,1,0,39.0,0.0,52.0,0.0,52.0,1.0
2022-04-04 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,9.0,121.0,20826.68,325.0,2022-04-04,17,1,0,9.0,0.0,39.0,0.0,39.0,1.0
2022-04-04 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,12.0,96.0,24807.88,408.0,2022-04-04,18,1,0,12.0,0.0,9.0,0.0,9.0,0.0
2022-04-04 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,15.0,89.0,22735.76,331.0,2022-04-04,19,1,0,15.0,0.0,12.0,0.0,12.0,0.0
2022-04-04 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,13.0,130.0,36728.99,474.0,2022-04-04,20,1,0,13.0,0.0,15.0,0.0,15.0,0.0
2022-04-04 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,25.0,95.0,26073.0,367.0,2022-04-04,21,0,0,25.0,0.0,13.0,0.0,0.0,0.0
2022-04-04 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,4.0,87.0,20709.4,282.0,2022-04-04,22,0,0,4.0,0.0,25.0,0.0,0.0,0.0
2022-04-04 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-04,1.0,1.0,162.0,2.0,2022-04-04,23,0,0,1.0,0.0,4.0,0.0,0.0,0.0
2022-04-05 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04-05 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,10,1,30,0.0,0.0,0.0,0.0,30.0,1.0
2022-04-05 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,2.0,20.0,5034.39,52.0,2022-04-05,12,1,0,2.0,0.0,0.0,0.0,0.0,0.0
2022-04-05 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,38.0,293.0,58657.52,847.0,2022-04-05,13,1,0,38.0,0.0,2.0,0.0,2.0,0.0
2022-04-05 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,34.0,180.0,50259.42,722.0,2022-04-05,14,1,0,34.0,0.0,38.0,0.0,38.0,1.0
2022-04-05 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,39.0,170.0,50757.42,712.0,2022-04-05,15,1,0,39.0,0.0,34.0,0.0,34.0,1.0
2022-04-05 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,31.0,148.0,43273.35,513.0,2022-04-05,16,1,0,31.0,0.0,39.0,0.0,39.0,1.0
2022-04-05 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,9.0,106.0,25789.37,279.0,2022-04-05,17,1,0,9.0,0.0,31.0,0.0,31.0,1.0
2022-04-05 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,8.0,57.0,17661.59,195.0,2022-04-05,18,1,0,8.0,0.0,9.0,0.0,9.0,0.0
2022-04-05 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,15.0,97.0,30673.38,333.0,2022-04-05,19,1,0,15.0,0.0,8.0,0.0,8.0,0.0
2022-04-05 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,17.0,87.0,19482.74,296.0,2022-04-05,20,1,0,17.0,0.0,15.0,0.0,15.0,0.0
2022-04-05 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,30.0,188.0,49929.78,655.0,2022-04-05,21,0,0,30.0,0.0,17.0,0.0,0.0,0.0
2022-04-05 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,7.0,18.0,5644.84,64.0,2022-04-05,22,0,0,7.0,0.0,30.0,0.0,0.0,0.0
2022-04-05 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-05,0.0,0.0,0.0,0.0,0,23,0,0,0.0,0.0,7.0,0.0,0.0,0.0
2022-04-06 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,10,1,37,0.0,0.0,0.0,0.0,37.0,1.0
2022-04-06 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,6.0,21.0,4988.85,152.0,2022-04-06,12,1,0,6.0,0.0,0.0,0.0,0.0,0.0
2022-04-06 13:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,27.0,127.0,31829.48,448.0,2022-04-06,13,1,0,27.0,0.0,6.0,0.0,6.0,0.0
2022-04-06 14:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,47.0,287.0,68953.51,959.0,2022-04-06,14,1,0,47.0,0.0,27.0,0.0,27.0,1.0
2022-04-06 15:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,35.0,127.0,39469.12,528.0,2022-04-06,15,1,0,35.0,0.0,47.0,0.0,47.0,1.0
2022-04-06 16:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,23.0,98.0,42657.58,397.0,2022-04-06,16,1,0,23.0,0.0,35.0,0.0,35.0,1.0
2022-04-06 17:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,14.0,82.0,15707.58,198.0,2022-04-06,17,1,0,14.0,0.0,23.0,0.0,23.0,0.0
2022-04-06 18:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,7.0,29.0,9094.79,141.0,2022-04-06,18,1,0,7.0,0.0,14.0,0.0,14.0,0.0
2022-04-06 19:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,11.0,78.0,26234.44,419.0,2022-04-06,19,1,0,11.0,0.0,7.0,0.0,7.0,0.0
2022-04-06 20:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,8.0,51.0,10889.76,148.0,2022-04-06,20,1,0,8.0,0.0,11.0,0.0,11.0,0.0
2022-04-06 21:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,21.0,96.0,22044.97,304.0,2022-04-06,21,0,0,21.0,0.0,8.0,0.0,0.0,0.0
2022-04-06 22:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,5.0,31.0,11198.97,431.0,2022-04-06,22,0,0,5.0,0.0,21.0,0.0,0.0,0.0
2022-04-06 23:00:00,36834.0,AK Pharma - Belgaum,2022-04-06,3.0,9.0,6538.93,40.0,2022-04-06,23,0,0,3.0,0.0,5.0,0.0,0.0,0.0
2022-04-07 00:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
2022-04-07 01:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 02:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 03:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 04:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 05:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 06:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 07:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 08:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 09:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 10:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,10,1,29,0.0,0.0,0.0,0.0,29.0,1.0
2022-04-07 11:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,0.0,0.0,0.0,0.0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 12:00:00,36834.0,AK Pharma - Belgaum,2022-04-07,8.0,39.0,11085.08,161.0,2022-04-07,12,1,0,8.0,0.0,0.0,0.0,0.0,0.0
